algoritmo,alcance,set_features,sin_seleccion,n_features,balanceo,config_ganadora,f1_macro_cv,accuracy_D2,precision_macro,recall_macro,f1_macro,f1_weighted,n_test,tiempo_s,alcance_tiempo_s,tiempo_entrenamiento_s,tiempo_inferencia_s,n_inferencia,latencia_ms_por_flujo,flujos_por_segundo,precision_dos,recall_dos,f1_dos,soporte_dos,precision_probe,recall_probe,f1_probe,soporte_probe,precision_r2l,recall_r2l,f1_r2l,soporte_r2l,precision_u2r,recall_u2r,f1_u2r,soporte_u2r,semilla,commit,fecha
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 1}",0.964559,0.843994,0.616091,0.682685,0.597599,0.869004,9083,17.73,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,17.439,0.002,9083,0.000257,3887105.8,0.998882,0.933461,0.965064,5741,0.428571,0.756781,0.547238,1106,0.98913,0.662119,0.793244,2199,0.047782,0.378378,0.084848,37,6,df30cb2,2026-08-12T23:29:24
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,class_weight,"{'max_depth': 10, 'n_estimators': 300}",0.977119,0.943521,0.821843,0.837002,0.819544,0.945066,9083,10.84,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,10.453,0.086,9083,0.009482,105459.7,0.99965,0.995994,0.997819,5741,0.696912,1.0,0.821389,1106,0.99081,0.784447,0.875635,2199,0.6,0.567568,0.583333,37,6,df30cb2,2026-08-12T23:29:24
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__n_neighbors': 3, 'clf__weights': 'uniform'}",0.945113,0.951778,0.742848,0.892619,0.765856,0.956318,9083,51.05,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,49.038,1.67,9083,0.183812,5440.3,0.992523,0.994252,0.993387,5741,0.819125,0.999096,0.900204,1106,0.995036,0.820373,0.899302,2199,0.164706,0.756757,0.270531,37,6,df30cb2,2026-08-12T23:29:24
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__learning_rate': 0.05, 'clf__max_iter': 300}",0.95762,0.94253,0.778475,0.85696,0.802046,0.944551,9083,69.88,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,69.452,0.093,9083,0.01027,97370.0,0.999299,0.993381,0.996331,5741,0.700443,1.0,0.823836,1106,0.993103,0.785812,0.87738,2199,0.421053,0.648649,0.510638,37,6,df30cb2,2026-08-12T23:29:24
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 1}",0.96101,0.836177,0.618314,0.648021,0.594415,0.87085,9083,24.6,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,24.325,0.003,9083,0.000326,3063303.1,0.997734,0.920397,0.957507,5741,0.504148,0.714286,0.591096,1106,0.955724,0.687131,0.799471,2199,0.015649,0.27027,0.029586,37,6,df30cb2,2026-08-12T23:38:45
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__max_depth': 10, 'clf__n_estimators': 100}",0.979893,0.95354,0.778446,0.866105,0.808713,0.955855,9083,56.44,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,56.047,0.047,9083,0.005127,195064.4,0.999823,0.982407,0.991038,5741,0.750339,1.0,0.857364,1106,0.992655,0.860391,0.921803,2199,0.370968,0.621622,0.464646,37,6,df30cb2,2026-08-12T23:38:45
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.95383,0.955081,0.753828,0.8969,0.763228,0.963235,9083,82.66,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,79.709,2.6,9083,0.286205,3494.0,0.985633,0.991813,0.988713,5741,0.923849,0.998192,0.959583,1106,0.995156,0.840837,0.911511,2199,0.110672,0.756757,0.193103,37,6,df30cb2,2026-08-12T23:38:45
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__learning_rate': 0.1, 'clf__max_iter': 300}",0.963392,0.917098,0.726308,0.818212,0.741698,0.920328,9083,140.01,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,139.596,0.056,9083,0.006184,161697.5,0.999824,0.991117,0.995451,5741,0.616629,0.999096,0.762595,1106,0.991481,0.68804,0.812349,2199,0.297297,0.594595,0.396396,37,6,df30cb2,2026-08-12T23:38:45
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,class_weight,"{'max_depth': 20, 'min_samples_leaf': 1}",0.955266,0.913795,0.761888,0.766936,0.746132,0.920841,9083,2.11,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,1.825,0.002,9083,0.000222,4513964.9,0.995145,0.928235,0.960526,5741,0.60262,0.998192,0.751532,1106,0.991453,0.84402,0.911815,2199,0.458333,0.297297,0.360656,37,7,df30cb2,2026-08-12T23:44:13
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,class_weight,"{'max_depth': None, 'n_estimators': 100}",0.969702,0.938897,0.853832,0.811807,0.814396,0.940389,9083,10.15,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,9.794,0.045,9083,0.004956,201779.0,0.999651,0.997213,0.99843,5741,0.676867,1.0,0.807299,1106,0.98881,0.763529,0.861688,2199,0.75,0.486486,0.590164,37,7,df30cb2,2026-08-12T23:44:13
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__n_neighbors': 5, 'clf__weights': 'distance'}",0.940671,0.952879,0.746649,0.893756,0.768354,0.95735,9083,52.57,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,50.751,1.52,9083,0.167326,5976.4,0.988741,0.994252,0.991489,5741,0.840944,0.999096,0.913223,1106,0.995063,0.82492,0.902039,2199,0.16185,0.756757,0.266667,37,7,df30cb2,2026-08-12T23:44:13
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__learning_rate': 0.05, 'clf__max_iter': 300}",0.969658,0.923704,0.773368,0.844513,0.787966,0.926317,9083,65.16,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,64.733,0.081,9083,0.008938,111883.7,0.999649,0.99251,0.996067,5741,0.629124,1.0,0.772346,1106,0.993003,0.709868,0.827897,2199,0.471698,0.675676,0.555556,37,7,df30cb2,2026-08-12T23:44:13
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,class_weight,"{'max_depth': 10, 'min_samples_leaf': 1}",0.96332,0.90752,0.748302,0.763401,0.73786,0.915827,9083,2.44,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,2.156,0.003,9083,0.000327,3056705.4,0.995662,0.919526,0.956081,5741,0.583024,0.993671,0.734871,1106,0.991444,0.843111,0.91128,2199,0.423077,0.297297,0.349206,37,7,df30cb2,2026-08-12T23:52:31
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__max_depth': None, 'clf__n_estimators': 300}",0.966212,0.91974,0.758118,0.80952,0.765114,0.923006,9083,62.48,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,62.099,0.076,9083,0.008367,119522.1,0.999824,0.986762,0.99325,5741,0.617877,1.0,0.763812,1106,0.989241,0.710778,0.827203,2199,0.425532,0.540541,0.47619,37,7,df30cb2,2026-08-12T23:52:32
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__n_neighbors': 11, 'clf__weights': 'distance'}",0.944487,0.952549,0.752685,0.894004,0.760917,0.960449,9083,80.47,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,77.413,2.719,9083,0.299347,3340.6,0.981906,0.99251,0.987179,5741,0.923077,0.998192,0.959166,1106,0.995085,0.828558,0.904218,2199,0.110672,0.756757,0.193103,37,7,df30cb2,2026-08-12T23:52:32
