algoritmo,alcance,set_features,sin_seleccion,n_features,config_ganadora,n_iter_ganador,n_iter_total_grid,auc_val,umbral,roc_auc,pr_auc,precision,recall,f1,accuracy,fpr,tn,fp,fn,tp,tiempo_s,tiempo_score_seleccion_s,tiempo_score_umbral_s,alcance_tiempo_s,tiempo_entrenamiento_s,tiempo_inferencia_s,n_inferencia,latencia_ms_por_flujo,flujos_por_segundo,semilla,commit,fecha
OneClassSVM,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'nu': 0.05, 'gamma': 'scale'}",,,0.975671,0.06756,0.888804,0.925565,0.919241,0.709577,0.800915,0.799193,0.082381,8911,800,3727,9106,39.71,13.13,0.962,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,23.834,1.599,22544,0.070931,14098.2,8,df30cb2,2026-08-13T00:01:24
LocalOutlierFactor,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,{'n_neighbors': 20},,,0.943058,2.421928,0.830588,0.756971,0.839071,0.63625,0.723719,0.723474,0.16126,8145,1566,4668,8165,25.1,5.614,1.398,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,16.041,1.81,22544,0.080297,12453.7,8,df30cb2,2026-08-13T00:01:24
Autoencoder,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'hidden_layer_sizes': (32, 16, 32)}",66.0,115.0,0.984843,0.00434,0.950532,0.957326,0.923294,0.764435,0.836388,0.829755,0.083925,8896,815,3023,9810,29.69,0.049,0.016,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,29.454,0.025,22544,0.001105,904920.0,8,df30cb2,2026-08-13T00:01:24
IsolationForest,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'n_estimators': 100, 'max_samples': 1.0}",,,0.992038,0.437589,0.925537,0.928802,0.909985,0.779085,0.839463,0.830376,0.101843,8722,989,2835,9998,4.32,1.154,0.073,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,2.782,0.118,22544,0.00522,191575.1,9,df30cb2,2026-08-13T00:09:59
OneClassSVM,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'nu': 0.05, 'gamma': 'scale'}",,,0.972947,0.127969,0.820002,0.880653,0.915252,0.680823,0.780821,0.782425,0.083308,8902,809,4096,8737,23.19,10.547,0.792,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,10.343,1.337,22544,0.059328,16855.5,9,df30cb2,2026-08-13T00:09:59
LocalOutlierFactor,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,{'n_neighbors': 20},,,0.938255,2.217198,0.808316,0.739247,0.792192,0.464895,0.585936,0.625976,0.161157,8146,1565,6867,5966,15.76,3.321,0.784,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,10.426,1.014,22544,0.044965,22239.4,9,df30cb2,2026-08-13T00:09:59
Autoencoder,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'hidden_layer_sizes': (64, 32, 64)}",61.0,154.0,0.987779,9.3e-05,0.930956,0.924931,0.920623,0.838697,0.877752,0.867016,0.095562,8783,928,2070,10763,24.66,0.034,0.013,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,24.446,0.019,22544,0.000844,1185422.0,9,df30cb2,2026-08-13T00:09:59
IsolationForest,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'n_estimators': 300, 'max_samples': 1.0}",,,0.989595,0.40456,0.947489,0.954561,0.917748,0.744253,0.821945,0.816448,0.088147,8855,856,3282,9551,4.85,1.081,0.203,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,3.028,0.34,22544,0.015088,66279.0,9,df30cb2,2026-08-13T00:16:12
OneClassSVM,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'nu': 0.05, 'gamma': 'scale'}",,,0.979036,0.343894,0.885503,0.923811,0.919494,0.707551,0.799718,0.798261,0.081866,8916,795,3753,9080,39.24,13.012,0.983,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,23.409,1.65,22544,0.073192,13662.7,9,df30cb2,2026-08-13T00:16:12
LocalOutlierFactor,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,{'n_neighbors': 20},,,0.947281,2.431419,0.832592,0.756044,0.84151,0.637575,0.725483,0.725337,0.158686,8170,1541,4651,8182,24.56,5.317,1.392,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,15.783,1.839,22544,0.081581,12257.8,9,df30cb2,2026-08-13T00:16:12
Autoencoder,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'hidden_layer_sizes': (32, 16, 32)}",51.0,138.0,0.989145,0.002123,0.942036,0.946789,0.918045,0.791709,0.850209,0.841199,0.093399,8804,907,2673,10160,46.02,0.058,0.017,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,45.78,0.026,22544,0.001146,872969.5,9,df30cb2,2026-08-13T00:16:12
